,reviewrating,reusefulcount,recoolcount,refunnycount,friendcount,fancount,tipcount,reviewcount,firstcount,usefulcount,coolcount,complimentcount,funnycount,busrating,buscateg,pricerange,monmembership,firstreview,maxReviewDay,avgReviewDay,avgpostedrating,avgreviewlen,polarity,subjective
2490,5,0,0,0,14,1,0,19,0,4,4,1,6,3.5,1,1,29,0,3,1,4,533,0.2,0.625
2491,5,0,0,0,0,0,0,2,0,1,0,0,0,3.5,1,1,1,0,1,1,5,537,0.75,1.0
2492,4,0,0,0,0,0,0,4,0,0,0,0,0,4.0,1,2,0,0,1,1,4,188,0.8,0.75
2493,1,0,0,0,0,0,0,1,0,0,1,0,0,2.0,0,1,0,0,1,1,1,669,-0.6333333333333333,0.7333333333333334
2494,4,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,2,0,0,1,1,4,439,0.16704545454545455,0.2047348484848485
2495,5,0,0,0,0,0,0,1,0,0,0,0,0,4.0,0,2,13,0,1,1,5,642,0.53,0.585
2496,3,0,0,0,1,0,0,11,1,2,1,0,2,3.5,1,1,3,0,6,5,4,300,0.7249999999999999,0.6375000000000001
2497,3,0,0,2,194,32,101,182,12,646,432,407,323,3.5,0,1,8,0,8,1,3,1056,0.2851851851851852,0.604320987654321
2498,3,2,1,2,9,1,0,34,4,27,14,2,9,4.0,1,2,13,0,8,3,3,1078,0.1876530612244898,0.4641836734693877
2499,2,0,0,0,0,0,0,9,0,2,0,0,0,3.5,0,1,0,0,5,3,4,2178,0.1429945054945055,0.5065361721611721
2500,5,0,1,0,10,4,0,33,0,14,10,7,2,3.5,1,1,27,0,15,3,4,496,0.3,0.43333333333333335
2501,5,0,0,0,0,0,0,1,0,1,1,0,1,4.0,1,0,0,0,1,1,5,176,0.3666666666666667,0.18888888888888888
2502,1,0,0,0,0,0,0,2,0,2,0,0,0,4.0,1,1,0,0,1,1,1,1344,0.12312925170068026,0.5479591836734695
2503,5,0,0,0,0,0,0,2,0,0,0,0,0,4.0,1,1,0,0,2,2,3,585,0.33292207792207795,0.4988611388611389
2504,4,0,0,0,0,0,0,2,0,3,0,0,0,4.0,1,1,0,0,2,2,4,432,0.6,0.6000000000000001
2505,5,0,0,0,9,0,0,3,1,0,0,0,0,4.0,1,1,0,0,2,1,5,621,0.32833333333333337,0.48166666666666663
2506,1,0,0,0,101,21,0,847,27,869,542,145,505,3.5,2,2,56,0,61,2,3,441,0.14261363636363636,0.4899621212121212
2507,4,0,0,0,31,3,4,93,9,176,139,195,124,4.0,1,1,55,0,4,1,4,1073,0.3161764705882353,0.5024509803921569
2508,2,0,0,0,3,1,0,2,0,2,0,0,0,3.5,0,2,0,0,3,3,2,1434,0.16569264069264067,0.6976190476190476
2509,1,0,0,0,0,1,0,13,2,13,2,0,1,3.5,0,1,22,0,4,1,3,1195,-0.04375000000000001,0.3589743589743589
2510,4,0,0,0,0,0,0,24,0,1,0,0,1,3.0,0,1,4,0,9,3,3,453,0.21666666666666665,0.2666666666666667
2511,1,0,0,0,0,0,0,1,0,0,0,0,1,4.0,1,2,0,0,1,1,1,1386,-0.03571428571428571,0.6857142857142857
2512,5,0,0,0,0,0,0,23,2,19,1,1,0,4.0,1,1,17,0,3,1,2,542,0.5,0.5666666666666668
2513,5,0,0,0,46,1,40,71,4,44,18,4,13,4.0,1,2,42,0,8,2,3,376,0.0,1.0
2514,1,0,0,0,0,0,0,3,0,1,0,0,0,2.0,0,0,0,0,1,1,2,371,0.1,0.2
2515,1,0,0,0,0,0,0,6,0,1,0,0,1,4.0,1,2,16,0,1,1,3,222,-0.10416666666666663,0.5666666666666667
2516,4,0,0,0,0,0,0,7,0,1,0,0,0,4.5,1,1,3,0,6,4,3,160,0.58,0.8
2517,5,0,0,0,0,0,0,3,0,0,0,0,0,4.0,1,3,9,0,2,1,5,319,0.5,0.275
2518,3,0,0,0,4,0,0,36,0,21,9,6,2,3.5,0,1,10,0,6,2,3,975,0.21738095238095242,0.48182539682539677
2519,1,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,1,15,0,1,1,1,340,-0.1333333333333333,0.24166666666666667
2520,4,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,1,0,0,1,1,4,199,0.08333333333333333,0.2833333333333333
2521,5,0,1,0,11,0,0,22,0,24,8,2,8,4.5,1,3,2,0,8,4,4,378,-0.1,0.1
2522,3,0,0,0,16,3,7,32,6,8,2,0,4,3.5,1,1,27,0,21,6,3,178,0.17777777777777778,0.22222222222222224
2523,5,4,5,0,373,24,58,965,78,1230,536,213,509,4.0,1,0,60,0,14,1,2,604,-0.019047619047619035,0.5797619047619048
2524,4,0,0,0,0,0,0,4,0,5,0,1,1,4.0,1,1,0,0,2,1,3,573,0.47000000000000003,0.4866666666666667
2525,4,0,0,0,0,0,0,5,1,1,1,0,0,4.0,0,2,4,0,5,5,3,1846,0.08632857142857145,0.47254444444444454
2526,3,0,0,0,0,0,0,3,0,1,0,0,0,4.0,1,1,31,0,1,1,3,1775,0.3150717703349282,0.5005316321105796
2527,5,0,0,0,3,3,5,146,23,173,27,11,23,4.0,1,2,27,0,6,2,3,846,0.17987012987012987,0.5206709956709956
2528,4,3,3,3,87,19,33,266,49,1274,899,269,689,3.5,0,2,14,0,14,2,3,1250,0.23399999999999999,0.5006666666666667
2529,5,0,0,0,1,0,2,6,0,4,1,0,1,4.0,1,2,0,0,5,3,4,1345,0.2098484848484848,0.518939393939394
2530,2,0,0,0,0,0,0,2,0,0,0,0,0,3.5,0,1,0,0,2,2,3,283,-0.17291666666666666,0.6354166666666666
2531,5,0,0,0,0,0,0,6,0,2,0,0,2,4.0,1,1,0,0,5,3,4,223,0.1431818181818182,0.3
2532,5,1,2,0,325,28,33,478,86,1236,1159,1034,779,4.0,1,3,53,0,6,1,3,1135,0.34072681704260654,0.5291979949874687
2533,5,0,0,0,1,0,0,3,1,0,0,0,0,4.0,1,0,16,0,2,1,3,174,0.9,0.525
2534,5,0,0,0,0,0,0,1,0,0,0,0,0,3.5,1,1,0,0,1,1,5,373,0.3505050505050505,0.4313131313131313
2535,1,0,0,0,0,0,0,5,0,0,0,0,0,3.5,0,2,7,0,2,1,2,406,-0.02500000000000001,0.525
2536,1,0,0,0,0,0,0,1,0,1,0,0,0,3.5,0,1,0,0,1,1,1,1743,0.09999999999999999,0.4558823529411764
2537,4,1,1,1,25,3,0,36,2,56,40,13,28,4.0,1,1,32,0,4,1,3,589,0.6672727272727274,0.75
2538,2,1,0,0,16,0,5,4,0,2,0,0,0,4.0,0,2,12,0,2,1,3,675,0.26029411764705884,0.49558823529411766
2539,2,3,0,0,12,2,1,83,1,81,31,18,12,4.0,1,3,22,0,28,2,4,609,0.13020833333333334,0.535763888888889
2540,1,0,0,3,5,0,0,29,0,6,8,3,4,4.0,1,1,30,0,5,2,3,594,0.1464285714285714,0.47420634920634924
2541,5,0,0,0,29,0,0,6,0,1,0,0,0,3.5,1,1,32,0,4,1,5,81,0.575,0.7
2542,5,0,0,0,0,0,0,4,0,4,0,0,0,3.5,1,1,2,0,3,2,4,384,0.45,0.55
2543,5,3,2,2,1950,195,129,1998,85,6955,4662,2947,3283,4.0,1,1,28,0,62,6,3,958,0.3151515151515152,0.6777777777777777
2544,5,0,0,0,0,0,0,3,0,0,0,0,0,4.0,1,1,5,0,3,3,3,177,0.19999999999999998,0.3666666666666667
2545,5,0,0,0,0,0,0,7,0,0,0,0,0,4.0,1,0,0,0,2,1,4,462,0.3643578643578644,0.45449735449735446
2546,3,0,0,0,561,59,27,323,7,438,201,230,125,4.0,1,2,11,0,24,2,3,535,0.14476190476190479,0.4766666666666667
2547,2,0,0,0,0,0,0,4,0,0,0,0,0,3.5,1,1,0,0,2,1,2,1083,-0.03673669467787116,0.5139075630252101
2548,4,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,2,0,0,1,1,4,113,0.5125,0.42083333333333334
2549,3,0,0,0,22,0,0,61,2,34,9,4,17,4.0,1,1,11,0,12,3,3,867,0.09820512820512818,0.5126923076923077
2550,4,0,0,0,0,0,0,3,0,1,0,0,0,4.0,1,2,1,0,2,1,4,734,0.75,0.575
2551,1,0,0,0,0,0,0,7,0,4,0,1,0,2.5,0,2,0,0,5,3,3,548,0.44000000000000006,0.62
2552,5,0,0,0,0,0,0,4,0,0,0,0,0,4.0,1,1,4,0,4,4,2,811,0.26666666666666666,0.3972222222222222
2553,5,2,0,2,19,4,0,117,10,102,42,23,37,4.0,1,2,4,0,19,2,3,819,0.014285714285714287,0.2571428571428572
2554,5,0,0,0,15,1,0,15,0,8,3,1,2,4.0,1,2,20,0,5,2,4,666,0.72,0.8477777777777777
2555,5,0,0,0,0,0,0,6,0,8,4,0,2,4.5,1,1,9,0,3,1,3,384,0.31,0.22666666666666666
2556,2,0,0,0,41,0,0,34,0,6,1,7,1,3.5,1,1,0,0,11,3,3,273,0.55,0.7875
2557,4,0,0,0,0,0,0,3,0,0,0,0,0,4.0,1,2,0,0,3,3,3,463,-0.10833333333333334,0.23333333333333334
2558,5,0,0,0,0,0,0,1,0,0,0,0,0,3.5,0,2,0,0,1,1,5,395,0.5864285714285714,0.7142857142857142
2559,5,0,0,0,1,0,0,4,0,0,0,0,0,4.0,1,1,18,0,1,1,3,346,0.07142857142857142,0.43571428571428567
2560,4,0,0,0,0,0,0,11,0,5,0,1,1,4.0,1,1,69,0,6,2,3,755,0.6833333333333332,0.7416666666666667
2561,3,0,0,0,0,0,0,37,0,2,1,0,0,4.0,1,2,0,0,38,10,3,234,0.2733333333333333,0.7033333333333334
2562,5,1,2,0,2,0,0,13,2,16,5,2,0,4.5,1,3,19,0,3,1,4,950,0.07666666666666667,0.41878787878787876
2563,5,0,0,0,0,0,0,4,1,5,0,1,0,3.5,0,2,0,0,2,1,3,2154,0.20833333333333334,0.47500000000000003
2564,1,0,0,0,0,0,0,2,0,1,0,0,0,4.0,1,1,0,0,2,2,1,415,0.2,0.31000000000000005
2565,5,0,0,0,0,10,0,8,0,5,4,0,0,4.0,1,1,6,0,1,1,4,443,0.25,0.6
2566,4,0,0,0,0,0,0,6,0,0,1,0,0,4.0,1,2,0,0,4,3,4,346,0.4,0.35
2567,3,0,0,0,8,3,0,170,5,97,23,8,18,4.0,1,2,26,0,8,2,3,585,0.14404761904761904,0.43769841269841264
2568,2,1,0,0,0,1,1,14,0,8,1,0,0,3.5,0,2,14,0,4,2,3,1041,0.06715686274509806,0.5088235294117647
2569,1,0,0,0,0,0,0,3,0,0,0,0,0,4.0,1,2,1,0,2,1,3,1075,0.17704686617730098,0.351750423489554
2570,4,0,1,0,7,0,0,11,1,4,3,1,2,4.0,1,2,8,0,3,1,3,727,0.3655555555555556,0.5483333333333332
2571,5,0,0,0,0,0,0,6,0,0,0,0,0,4.0,1,2,2,0,2,1,4,325,0.08333333333333333,0.2333333333333333
2572,5,2,0,0,13,0,0,112,4,59,20,16,27,4.0,1,2,10,0,7,2,3,375,-0.22840909090909092,0.6136363636363636
2573,3,0,0,0,11,0,13,95,0,11,4,3,5,3.5,0,1,9,0,16,3,3,251,0.3041666666666667,0.7
2574,5,1,0,0,3,0,1,10,0,5,1,1,1,4.0,1,1,21,0,4,2,4,388,-0.033333333333333326,0.625
2575,1,0,0,0,0,0,0,1,0,0,0,0,0,3.5,1,1,0,0,1,1,1,947,0.09305555555555556,0.35000000000000003
2576,4,2,0,0,21,3,1,88,0,70,28,12,38,3.5,1,1,30,0,12,2,3,621,0.07142857142857148,0.6714285714285715
2577,4,0,0,0,0,0,0,6,0,0,0,0,0,4.0,1,1,0,0,3,2,4,430,0.25,0.675
2578,3,0,0,0,1,0,0,10,0,1,1,0,0,4.0,1,1,7,0,8,5,3,497,0.24000000000000005,0.37
2579,4,0,0,0,0,1,0,7,0,21,6,0,3,3.5,2,2,19,0,4,1,3,269,0.2111111111111111,0.6222222222222221
2580,4,0,0,0,1,0,0,3,0,4,0,0,1,4.0,1,1,9,0,1,1,4,471,0.525,0.6625
2581,4,0,0,0,51,5,2,154,1,156,72,52,62,4.0,0,3,19,0,20,2,3,436,0.18125000000000002,0.5416666666666666
2582,4,0,0,0,0,0,0,2,0,0,0,0,0,3.5,1,1,0,0,2,2,4,245,0.3892857142857143,0.6303571428571428
2583,2,1,0,0,14,2,0,42,0,12,5,3,2,4.0,1,2,18,0,13,4,3,870,0.09714285714285714,0.3071428571428571
2584,4,0,0,0,41,0,0,83,0,35,15,7,12,3.5,1,1,12,0,27,7,3,731,0.4984848484848485,0.5954545454545456
2585,3,0,0,0,0,0,0,4,0,1,0,0,0,4.0,1,1,2,0,3,2,3,1324,0.2721049783549784,0.6096230158730158
2586,1,0,0,0,0,0,0,4,0,1,1,0,0,4.0,1,0,0,0,3,2,3,445,-0.16066666666666668,0.6273333333333333
2587,4,0,0,0,1,0,5,16,3,6,1,0,0,3.5,2,2,20,0,3,1,3,151,0.3,0.5
2588,5,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,1,0,0,1,1,5,3011,0.1836721249764728,0.383488612836439
2589,3,1,1,3,0,1,0,23,2,13,1,0,10,4.0,1,1,38,0,4,1,3,600,0.25833333333333336,0.3638888888888889
2590,4,0,0,0,3,1,0,11,0,7,3,1,1,4.0,1,1,21,0,3,1,4,1067,0.353921568627451,0.46470588235294114
2591,1,0,0,0,0,0,0,4,0,1,0,1,0,4.0,1,2,0,0,2,1,3,387,0.10238095238095236,0.5452380952380953
2592,1,0,0,0,0,0,0,5,0,1,0,0,0,2.0,0,1,3,0,3,1,3,1476,0.18942307692307692,0.4337606837606838
2593,5,0,0,0,0,0,0,14,0,7,2,1,4,4.0,1,1,32,0,5,1,4,1173,0.2236363636363637,0.5543434343434344
2594,5,0,0,0,0,0,0,1,0,0,0,0,0,3.5,1,1,0,0,1,1,5,373,0.3505050505050505,0.4313131313131313
2595,4,0,0,0,2,3,0,214,9,129,53,8,42,3.5,1,2,1,0,40,4,3,469,0.4333333333333333,0.6333333333333334
2596,5,0,0,0,0,0,0,6,0,1,1,0,1,4.5,1,2,9,0,2,1,4,635,0.3169047619047619,0.3902380952380953
2597,5,0,0,0,0,0,1,4,0,0,0,0,0,3.5,1,1,0,0,3,2,4,468,0.07666666666666669,0.4333333333333333
2598,5,0,0,0,0,0,0,6,0,1,0,0,0,4.0,1,1,0,0,3,2,3,179,0.43333333333333335,0.45
2599,5,0,0,0,0,0,0,2,0,0,0,0,0,4.0,1,0,0,0,2,2,5,181,-0.6,0.95
2600,5,0,0,0,2,0,0,5,1,2,0,0,0,4.0,1,1,20,0,3,1,4,1064,0.0716969696969697,0.34788500388500393
2601,4,0,0,0,2,1,0,7,0,0,0,0,0,4.5,1,2,0,0,2,1,3,128,0.5650000000000001,0.66
2602,5,7,3,2,49,2,2,108,1,159,116,52,44,4.5,1,3,35,0,10,1,3,851,0.11962594696969696,0.37224364177489166
2603,4,0,0,0,0,0,0,2,1,1,0,0,0,2.0,0,1,0,0,2,2,2,306,0.23333333333333334,0.45000000000000007
2604,5,0,0,0,0,0,0,31,1,11,7,2,6,4.0,1,1,21,0,5,2,4,596,0.4444444444444445,0.4305555555555556
2605,5,0,0,0,0,0,0,3,0,3,1,0,4,3.5,1,1,1,0,2,1,5,1637,0.14648760330578514,0.34414600550964186
2606,5,0,0,0,0,0,0,1,0,4,4,0,0,4.0,1,1,0,0,1,1,5,1048,0.20924369747899157,0.5461951447245563
2607,5,0,0,0,22,0,12,76,10,39,22,31,24,4.0,1,1,0,0,8,2,3,492,0.2,0.5
2608,5,0,0,0,4,0,2,15,0,13,0,1,1,3.5,1,1,2,0,3,1,4,467,0.675,0.42500000000000004
2609,5,0,0,0,0,0,0,1,0,1,0,0,0,4.0,1,1,5,0,1,1,5,488,0.45624999999999993,0.5486111111111112
2610,5,0,0,0,0,0,0,11,1,0,0,0,0,4.0,1,2,0,0,11,11,4,420,0.16666666666666669,0.44166666666666665
2611,4,1,1,0,7,0,0,83,8,40,12,8,8,4.0,0,2,16,0,5,1,3,398,-0.024999999999999994,0.375
2612,5,0,0,0,0,0,0,6,1,1,0,0,0,4.0,1,1,18,0,2,1,3,558,0.2425,0.3458333333333333
2613,4,0,0,0,0,0,0,2,0,0,0,0,0,4.0,1,2,0,0,2,2,4,157,0.1,0.3
2614,4,0,1,0,0,0,0,30,2,54,14,3,22,3.5,1,1,26,0,7,1,4,885,0.4516233766233767,0.48636363636363633
2615,5,0,0,0,35,5,0,42,1,161,122,53,123,4.0,1,1,30,0,8,2,4,1183,0.34206766917293224,0.4767293233082707
2616,4,2,1,1,123,15,8,259,10,623,461,603,386,4.0,1,1,21,0,4,1,3,1432,0.35999999999999993,0.63375
2617,1,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,0,0,0,1,1,1,1134,0.09292929292929296,0.45235690235690235
2618,3,0,0,0,0,0,0,7,0,3,1,0,1,4.0,1,1,1,0,7,7,4,299,0.33749999999999997,0.45
2619,4,0,0,0,6,2,0,78,11,86,35,4,38,4.0,1,1,52,0,4,1,3,1161,0.25,0.29000000000000004
2620,3,0,0,0,0,0,0,8,1,5,0,0,2,4.0,1,2,7,0,3,1,3,1345,0.04603174603174599,0.5361111111111111
2621,1,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,1,17,0,1,1,1,232,0.55,0.9444444444444444
2622,5,0,0,0,0,0,0,2,1,0,0,0,0,2.0,0,1,2,0,1,1,5,521,0.23166666666666674,0.5250000000000001
2623,5,0,0,0,1,0,0,3,0,2,1,0,1,4.0,1,3,8,0,2,1,4,732,0.40578231292517003,0.5054421768707483
2624,3,0,0,0,2,0,0,5,1,3,1,1,1,3.5,1,1,1,0,5,5,3,358,0.1125,0.3
2625,3,0,0,0,1,0,0,32,2,8,2,0,1,4.0,1,2,1,0,5,1,3,382,0.5,0.7166666666666667
2626,4,0,0,0,3,2,0,40,2,129,30,3,29,3.5,1,1,9,0,3,1,2,1464,0.2111111111111111,0.35987654320987655
2627,5,2,3,0,24,2,9,146,2,97,39,11,38,4.0,1,0,2,0,7,2,3,668,-0.12272727272727271,0.4533333333333333
2628,5,0,0,0,0,0,0,3,0,0,0,0,0,4.0,1,1,1,0,3,3,3,290,0.225,0.5
2629,5,0,0,0,0,0,0,2,0,0,0,0,0,4.0,1,1,0,0,2,2,5,734,0.32499999999999996,0.55
2630,4,0,0,0,12,0,0,61,0,51,7,1,14,4.0,1,1,25,0,6,1,3,640,0.16666666666666663,0.5833333333333333
2631,5,1,1,0,125,12,38,515,55,638,349,149,178,4.5,1,3,39,0,12,2,3,712,0.1963372564935065,0.3973319215506716
2632,2,0,0,0,0,0,0,3,0,2,1,0,3,4.0,1,1,0,0,1,1,3,296,0.1295918367346939,0.6157596371882086
2633,2,2,1,2,44,6,1,194,15,205,105,45,59,3.5,2,2,32,0,8,1,3,879,0.08787878787878789,0.5625
2634,5,0,0,0,0,0,0,2,0,2,2,0,0,4.0,1,1,3,0,1,1,5,290,0.21000000000000002,0.33666666666666667
2635,4,6,5,5,3,7,0,319,49,915,776,28,715,4.0,1,2,22,0,28,3,3,301,0.29196428571428573,0.562797619047619
2636,4,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,2,0,0,1,1,4,218,0.461904761904762,0.4952380952380952
2637,5,0,0,0,0,0,0,4,0,0,0,0,0,4.0,1,1,0,0,4,4,4,294,0.64,0.6
2638,5,0,0,1,70,4,0,113,1,54,42,69,73,4.0,1,1,19,0,9,2,3,395,3.700743415417188e-17,0.5888888888888889
2639,4,0,0,0,0,0,0,74,0,44,7,0,5,4.0,1,1,23,0,5,1,3,718,0.25,0.4833333333333333
2640,5,0,1,0,0,0,0,2,0,0,1,0,0,4.0,1,1,0,0,2,2,5,237,0.41026785714285713,0.7276785714285714
2641,5,0,0,0,1,0,0,4,1,0,0,0,0,4.0,1,1,16,0,2,1,5,483,0.075,0.07500000000000001
2642,4,0,0,0,50,3,11,39,1,43,22,10,31,3.5,0,2,66,0,6,1,3,656,0.22708333333333333,0.45694444444444443
2643,4,0,0,0,0,0,0,17,0,6,0,0,1,3.5,1,1,0,0,8,2,3,297,0.3499999999999999,0.6666666666666666
2644,1,0,0,0,7,0,0,1,0,0,0,0,0,4.0,1,1,0,0,1,1,1,891,0.0018518518518518452,0.34814814814814815
2645,1,0,0,0,0,0,0,5,0,0,0,0,0,3.5,0,2,7,0,2,1,2,406,-0.02500000000000001,0.525
2646,3,0,0,0,20,1,0,19,0,32,11,4,4,4.0,1,1,43,0,3,1,4,1178,-0.0006440781440781407,0.3947410068563914
2647,3,2,0,1,19,1,0,38,0,30,16,5,16,3.5,1,1,22,0,4,1,4,686,0.16130952380952385,0.5065476190476191
2648,5,0,0,0,0,0,0,3,0,0,0,0,0,4.0,1,3,9,0,2,1,5,319,0.5,0.275
2649,4,0,0,0,0,0,0,3,0,0,0,0,1,4.0,1,1,0,0,3,3,4,304,0.4340909090909091,0.5
2650,5,0,0,0,0,0,0,5,1,6,0,0,1,3.5,1,1,0,0,2,1,2,616,0.7071428571428572,0.5833333333333334
2651,4,0,0,0,0,0,0,4,0,1,2,0,1,3.5,1,1,8,0,4,4,4,276,0.54,0.6
2652,5,0,0,0,0,0,0,6,0,2,0,0,1,4.0,1,1,0,0,4,2,3,463,0.8,0.75
2653,2,0,0,0,0,0,0,7,0,6,1,0,0,4.0,1,2,12,0,2,1,2,1725,0.1562169312169312,0.34398883009994125
2654,5,1,0,0,13,1,0,88,10,69,24,7,14,4.0,1,1,34,0,11,2,4,462,0.3,0.47619047619047616
2655,5,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,2,0,0,1,1,5,754,0.3076704545454545,0.4266098484848485
2656,5,0,0,0,0,0,0,6,1,3,1,1,1,4.0,1,2,1,0,3,2,3,251,0.75,0.675
2657,3,0,0,0,0,0,0,17,0,3,3,1,2,3.5,1,1,0,0,6,2,4,468,0.5,0.43333333333333335
2658,5,0,0,0,0,0,0,11,0,0,0,0,0,4.0,1,1,4,0,8,5,3,456,0.5083333333333334,0.6749999999999999
2659,4,0,0,0,0,0,0,5,0,0,0,0,0,4.0,1,1,0,0,5,5,3,823,0.4,0.55
2660,5,0,0,0,0,0,0,5,0,1,0,0,1,4.0,1,2,2,0,3,1,3,164,0.0,0.0
2661,4,0,0,0,7,1,34,69,2,10,7,3,6,4.0,0,3,0,0,20,4,3,345,0.5,0.6
2662,3,0,0,0,0,0,0,9,0,4,2,0,0,4.0,1,1,9,0,3,2,4,904,0.1613859180035651,0.5220811051693405
2663,4,0,0,0,2,0,0,2,1,0,0,0,0,3.5,2,2,0,0,1,1,4,613,0.09722222222222222,0.5120370370370371
2664,4,0,0,0,0,0,0,5,1,3,2,0,0,4.0,1,1,2,0,2,1,4,716,0.7,0.6000000000000001
2665,5,0,0,0,0,0,0,2,0,0,0,0,0,4.0,1,3,15,0,2,2,4,403,0.1,1.0
2666,1,0,0,0,0,0,0,3,0,1,0,0,0,3.5,0,2,2,0,2,1,1,557,0.03928571428571432,0.4488095238095238
2667,3,0,0,0,0,0,0,2,0,1,1,0,1,4.0,1,1,0,0,1,1,2,2021,0.20471271153089335,0.4546340023612751
2668,5,0,0,0,7,0,0,4,0,2,2,0,0,4.5,1,1,13,0,4,4,4,268,0.5142857142857143,0.7678571428571428
2669,1,0,0,0,0,0,0,1,0,1,1,0,1,4.0,1,2,0,0,1,1,1,826,-0.02916666666666666,0.20625
2670,5,0,0,0,0,0,0,1,0,1,0,0,0,4.0,1,1,0,0,1,1,5,423,0.2375,0.5333333333333334
2671,1,0,0,0,11,0,0,1,0,2,0,0,2,4.0,1,0,0,0,1,1,1,1085,0.13076923076923078,0.6190170940170941
2672,5,0,0,0,0,0,0,4,2,6,0,0,0,4.0,1,1,6,0,3,2,4,329,0.18253968253968253,0.4609523809523809
2673,4,0,0,0,0,0,0,6,1,0,0,0,0,3.5,1,1,0,0,2,1,3,396,0.3770833333333334,0.5666666666666667
2674,4,2,0,1,5,0,0,17,0,20,12,2,7,4.0,1,1,11,0,4,1,3,965,0.26853573043871554,0.4981837606837608
2675,3,0,0,0,0,0,0,8,0,5,0,0,3,4.0,1,1,0,0,2,1,3,855,0.40727272727272723,0.7109090909090909
2676,4,0,0,0,89,3,1,41,1,60,25,7,31,4.0,1,1,60,0,11,2,3,378,0.5,0.6
2677,3,0,0,0,2,3,0,72,1,72,14,7,15,4.0,1,1,13,0,8,2,3,834,0.23126984126984126,0.48682539682539694
2678,4,0,0,0,0,0,0,2,0,0,0,0,0,4.0,1,2,0,0,1,1,4,338,0.4,0.375
2679,5,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,2,0,0,1,1,5,291,0.75,0.625
2680,1,4,1,0,16,1,0,65,0,52,24,6,12,4.0,1,1,7,0,5,1,3,1090,0.2132675438596491,0.4549848178137652
2681,5,0,0,0,0,0,0,2,0,1,0,0,0,4.0,1,2,17,0,1,1,5,283,0.0875,0.35256410256410253
2682,1,0,0,0,0,0,0,1,0,1,0,0,0,2.0,0,1,2,0,1,1,1,2388,0.0969486531986532,0.3444865319865319
2683,5,0,0,0,0,0,0,5,0,0,0,0,0,4.0,1,0,4,0,5,5,4,377,0.1875,0.4875
2684,2,1,0,0,8,0,5,55,4,22,10,7,11,4.0,1,1,25,0,9,1,3,243,-0.07777777777777778,0.5722222222222222
2685,3,0,0,0,6,0,0,9,1,4,2,0,0,3.5,1,1,0,0,9,9,3,257,0.35,0.5877777777777777
2686,4,0,0,0,0,0,0,2,0,0,0,0,0,3.5,1,2,4,0,2,2,4,612,0.19047619047619047,0.4031746031746032
2687,4,0,0,0,419,9,0,32,6,300,293,74,188,3.5,0,1,0,0,6,3,3,376,0.2180952380952381,0.4312698412698413
2688,4,0,1,0,13,0,1,10,0,16,5,1,5,4.0,1,1,0,0,2,1,3,968,0.16363636363636364,0.4337878787878788
2689,4,1,0,0,121,11,68,413,30,312,160,99,122,3.5,1,1,41,0,9,2,3,769,0.21111111111111114,0.6277777777777778
2690,3,0,0,0,0,0,0,7,0,0,0,0,0,4.0,1,2,13,0,2,1,4,473,-0.6999999999999998,0.6666666666666666
2691,4,1,0,2,344,40,117,269,25,1271,1013,1063,1214,4.0,1,2,2,0,5,1,3,1297,0.1566666666666667,0.5633333333333334
2692,5,0,0,0,2,1,1,10,0,1,0,0,0,4.0,1,2,18,0,4,2,4,100,1.0,0.3
2693,5,2,3,0,24,2,9,146,2,97,39,11,38,4.0,1,0,2,0,7,2,3,668,-0.12272727272727271,0.4533333333333333
2694,5,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,1,0,0,1,1,5,332,0.43714285714285717,0.47714285714285715
2695,5,1,1,1,49,0,15,52,0,16,4,2,6,4.0,1,1,6,0,5,2,3,400,0.2982954545454546,0.55625
2696,4,3,1,0,21,1,1,6,0,12,5,0,4,4.0,1,1,15,0,3,1,3,693,0.39166666666666666,0.4888888888888889
2697,4,0,0,0,0,0,0,11,0,0,0,0,0,4.5,1,1,10,0,7,3,3,192,0.8,0.75
2698,5,0,0,0,0,0,0,4,0,0,0,0,0,4.0,1,1,1,0,3,2,4,260,0.3875,0.49375
2699,5,0,0,0,0,0,0,2,0,1,0,0,0,3.5,1,1,0,0,2,2,5,219,0.2222222222222222,0.35370370370370374
2700,4,0,0,0,0,0,0,2,0,0,0,0,0,3.5,0,1,0,0,1,1,3,273,0.043750000000000025,0.37083333333333335
2701,4,0,0,0,0,0,0,41,0,1,0,0,1,4.0,1,1,0,0,9,3,3,159,0.3314285714285714,0.5342857142857144
2702,5,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,2,0,0,1,1,5,588,0.41810064935064933,0.6152362914862914
2703,5,0,0,0,4,0,17,12,1,3,1,2,0,4.0,1,2,9,0,6,2,4,161,0.2388986013986014,0.5112179487179487
